ID;Assay;Allele X;Allele Y;Name;Type;Auto;Confidence;Final;Converted;Allele X;Allele Y;Comments
S68-A02;10993;;;;;;;;;;;
S68-A03;7976;;;;;;;;;;;
S68-A06;8881;;;;;;;;;;;
S68-A05;12429;;;;;;;;;;;
S68-A04;7867;;;;;;;;;;;
S68-A07;11675;;;;;;;;;;;
S68-A08;21141;;;;;;;;;;;
S68-A09;14060;;;;;;;;;;;
S68-A12;15202;;;;;;;;;;;
S68-A11;13115;;;;;;;;;;;
S68-A10;11115;;;;;;;;;;;
S68-A13;11435;;;;;;;;;;;
S68-A14;7714;;;;;;;;;;;
S68-A15;8777;;;;;;;;;;;
S68-A18;8276;;;;;;;;;;;
S68-A17;10383;;;;;;;;;;;
S68-A16;8715;;;;;;;;;;;
S68-A19;17854;;;;;;;;;;;
S68-A20;20722;;;;;;;;;;;
S68-A21;8563;;;;;;;;;;;
S68-A24;18165;;;;;;;;;;;
S68-A23;8778;;;;;;;;;;;
S68-A22;21672;;;;;;;;;;;
S68-A25;9517;;;;;;;;;;;
S68-A26;21443;;;;;;;;;;;
S68-A27;18124;;;;;;;;;;;
S68-A30;10328;;;;;;;;;;;
S68-A29;10152;;;;;;;;;;;
S68-A28;13075;;;;;;;;;;;
S68-A31;14451;;;;;;;;;;;
S68-A32;22245;;;;;;;;;;;
S68-A33;20351;;;;;;;;;;;
S68-A36;10592;;;;;;;;;;;
S68-A35;9492;;;;;;;;;;;
S68-A34;20045;;;;;;;;;;;
S68-A37;9367;;;;;;;;;;;
S68-A38;16434;;;;;;;;;;;
S68-A39;9822;;;;;;;;;;;
S68-A42;17171;;;;;;;;;;;
S68-A41;23974;;;;;;;;;;;
S68-A40;22887;;;;;;;;;;;
S68-A43;21852;;;;;;;;;;;
S68-A44;21988;;;;;;;;;;;
S68-A45;13801;;;;;;;;;;;
S68-A48;9191;;;;;;;;;;;
S68-A47;20373;;;;;;;;;;;
S68-A46;22717;;;;;;;;;;;
S68-A52;24035;;;;;;;;;;;
S68-A53;22230;;;;;;;;;;;
S68-A54;19731;;;;;;;;;;;
S68-A51;8531;;;;;;;;;;;
S68-A50;20125;;;;;;;;;;;
S68-A49;20166;;;;;;;;;;;
S68-A58;17548;;;;;;;;;;;
S68-A59;8962;;;;;;;;;;;
S68-A60;8278;;;;;;;;;;;
S68-A57;8636;;;;;;;;;;;
S68-A56;22825;;;;;;;;;;;
S68-A55;8605;;;;;;;;;;;
S68-A64;22053;;;;;;;;;;;
S68-A65;8807;;;;;;;;;;;
S68-A66;17863;;;;;;;;;;;
S68-A63;20929;;;;;;;;;;;
S68-A62;19092;;;;;;;;;;;
S68-A61;10056;;;;;;;;;;;
S68-A70;8603;;;;;;;;;;;
S68-A71;13551;;;;;;;;;;;
S68-A72;8646;;;;;;;;;;;
S68-A69;20462;;;;;;;;;;;
S68-A68;16845;;;;;;;;;;;
S68-A67;8245;;;;;;;;;;;
S68-A76;19099;;;;;;;;;;;
S68-A77;16722;;;;;;;;;;;
S68-A78;9485;;;;;;;;;;;
S68-A75;9989;;;;;;;;;;;
S68-A74;16093;;;;;;;;;;;
S68-A73;10856;;;;;;;;;;;
S68-A82;8015;;;;;;;;;;;
S68-A83;11773;;;;;;;;;;;
S68-A84;15966;;;;;;;;;;;
S68-A81;7755;;;;;;;;;;;
S68-A80;9121;;;;;;;;;;;
S68-A79;18531;;;;;;;;;;;
S68-A88;13333;;;;;;;;;;;
S68-A89;19315;;;;;;;;;;;
S68-A90;19182;;;;;;;;;;;
S68-A87;18354;;;;;;;;;;;
S68-A86;17712;;;;;;;;;;;
S68-A85;9527;;;;;;;;;;;
S68-A94;15756;;;;;;;;;;;
S68-A95;18231;;;;;;;;;;;
S68-A96;7151;;;;;;;;;;;
S68-A93;10707;;;;;;;;;;;
S68-A92;7284;;;;;;;;;;;
S68-A91;17928;;;;;;;;;;;
S25-A01;6735;;;;;;;;;;;
S25-A02;6524;;;;;;;;;;;
S25-A03;6753;;;;;;;;;;;
S25-A06;6866;;;;;;;;;;;
S25-A05;7046;;;;;;;;;;;
S25-A04;7112;;;;;;;;;;;
S25-A07;7216;;;;;;;;;;;
S25-A08;7633;;;;;;;;;;;
S25-A09;7348;;;;;;;;;;;
S25-A12;7527;;;;;;;;;;;
S25-A11;7521;;;;;;;;;;;
S25-A10;18860;;;;;;;;;;;
S25-A13;7741;;;;;;;;;;;
S25-A14;7488;;;;;;;;;;;
S25-A15;7583;;;;;;;;;;;
S25-A18;7753;;;;;;;;;;;
S25-A17;7763;;;;;;;;;;;
S25-A16;7823;;;;;;;;;;;
S25-A19;7998;;;;;;;;;;;
S25-A20;8604;;;;;;;;;;;
S25-A21;7966;;;;;;;;;;;
S25-A24;9338;;;;;;;;;;;
S25-A23;8027;;;;;;;;;;;
S25-A22;8177;;;;;;;;;;;
S25-A25;8130;;;;;;;;;;;
S25-A26;8146;;;;;;;;;;;
S25-A27;8101;;;;;;;;;;;
S25-A30;8235;;;;;;;;;;;
S25-A29;8222;;;;;;;;;;;
S25-A28;8467;;;;;;;;;;;
S25-A31;13947;;;;;;;;;;;
S25-A32;8609;;;;;;;;;;;
S25-A33;8497;;;;;;;;;;;
S25-A36;8379;;;;;;;;;;;
S25-A35;8437;;;;;;;;;;;
S25-A34;9031;;;;;;;;;;;
S25-A37;9993;;;;;;;;;;;
S25-A38;9106;;;;;;;;;;;
S25-A39;14849;;;;;;;;;;;
S25-A42;8726;;;;;;;;;;;
S25-A41;9116;;;;;;;;;;;
S25-A40;8786;;;;;;;;;;;
S25-A43;8702;;;;;;;;;;;
S25-A44;9885;;;;;;;;;;;
S25-A45;8597;;;;;;;;;;;
S25-A48;9363;;;;;;;;;;;
S25-A47;16345;;;;;;;;;;;
S25-A46;8772;;;;;;;;;;;
S25-A52;8956;;;;;;;;;;;
S25-A53;8791;;;;;;;;;;;
S25-A54;8981;;;;;;;;;;;
S25-A51;8316;;;;;;;;;;;
S25-A50;8629;;;;;;;;;;;
S25-A49;8660;;;;;;;;;;;
S25-A58;8547;;;;;;;;;;;
S25-A59;8622;;;;;;;;;;;
S25-A60;8331;;;;;;;;;;;
S25-A57;8391;;;;;;;;;;;
S25-A56;8573;;;;;;;;;;;
S25-A55;8424;;;;;;;;;;;
S25-A64;21564;;;;;;;;;;;
S25-A65;8898;;;;;;;;;;;
S25-A66;8469;;;;;;;;;;;
S25-A63;8303;;;;;;;;;;;
S25-A62;8228;;;;;;;;;;;
S25-A61;8115;;;;;;;;;;;
S25-A70;8122;;;;;;;;;;;
S25-A71;8246;;;;;;;;;;;
S25-A72;13553;;;;;;;;;;;
S25-A69;8449;;;;;;;;;;;
S25-A68;8028;;;;;;;;;;;
S25-A67;7795;;;;;;;;;;;
S25-A76;7827;;;;;;;;;;;
S25-A77;7908;;;;;;;;;;;
S25-A78;7842;;;;;;;;;;;
S25-A75;7745;;;;;;;;;;;
S25-A74;7708;;;;;;;;;;;
S25-A73;7470;;;;;;;;;;;
S25-A82;7486;;;;;;;;;;;
S25-A83;8048;;;;;;;;;;;
S25-A84;7292;;;;;;;;;;;
S25-A81;7278;;;;;;;;;;;
S25-A80;7332;;;;;;;;;;;
S25-A79;7434;;;;;;;;;;;
S25-A88;7942;;;;;;;;;;;
S25-A89;7446;;;;;;;;;;;
S25-A90;7442;;;;;;;;;;;
S25-A87;8422;;;;;;;;;;;
S25-A86;9391;;;;;;;;;;;
S25-A85;16008;;;;;;;;;;;
S25-A94;7060;;;;;;;;;;;
S25-A95;7020;;;;;;;;;;;
S25-A96;6606;;;;;;;;;;;
S25-A93;6685;;;;;;;;;;;
S25-A92;6584;;;;;;;;;;;
S25-A91;6685;;;;;;;;;;;
S67-A01;18798;;;;;;;;;;;
S67-A02;10561;;;;;;;;;;;
S67-A03;10156;;;;;;;;;;;
S67-A06;14768;;;;;;;;;;;
S67-A05;16589;;;;;;;;;;;
S67-A04;19657;;;;;;;;;;;
S67-A07;19758;;;;;;;;;;;
S67-A08;17404;;;;;;;;;;;
S67-A09;9959;;;;;;;;;;;
S67-A12;20506;;;;;;;;;;;
S67-A11;9994;;;;;;;;;;;
S67-A10;22590;;;;;;;;;;;
S67-A13;20573;;;;;;;;;;;
S67-A14;13303;;;;;;;;;;;
S67-A15;8834;;;;;;;;;;;
S67-A18;18400;;;;;;;;;;;
S67-A17;13042;;;;;;;;;;;
S67-A16;8936;;;;;;;;;;;
S67-A19;11245;;;;;;;;;;;
S67-A20;15858;;;;;;;;;;;
S67-A21;20037;;;;;;;;;;;
S67-A24;8668;;;;;;;;;;;
S67-A23;8634;;;;;;;;;;;
S67-A22;21879;;;;;;;;;;;
S67-A25;19354;;;;;;;;;;;
S67-A26;19900;;;;;;;;;;;
S67-A27;8962;;;;;;;;;;;
S67-A30;10937;;;;;;;;;;;
S67-A29;19494;;;;;;;;;;;
S67-A28;22703;;;;;;;;;;;
S67-A31;9134;;;;;;;;;;;
S67-A32;18435;;;;;;;;;;;
S67-A33;9137;;;;;;;;;;;
S67-A36;10925;;;;;;;;;;;
S67-A35;23095;;;;;;;;;;;
S67-A34;20798;;;;;;;;;;;
S67-A37;22514;;;;;;;;;;;
S67-A38;15290;;;;;;;;;;;
S67-A39;23218;;;;;;;;;;;
S67-A42;11903;;;;;;;;;;;
S67-A41;23964;;;;;;;;;;;
S67-A40;18313;;;;;;;;;;;
S67-A43;22214;;;;;;;;;;;
S67-A44;21937;;;;;;;;;;;
S67-A45;13791;;;;;;;;;;;
S67-A48;23933;;;;;;;;;;;
S67-A47;22772;;;;;;;;;;;
S67-A46;19078;;;;;;;;;;;
S67-A52;20711;;;;;;;;;;;
S67-A53;24149;;;;;;;;;;;
S67-A54;18209;;;;;;;;;;;
S67-A51;9586;;;;;;;;;;;
S67-A50;10226;;;;;;;;;;;
S67-A49;16249;;;;;;;;;;;
S67-A58;19883;;;;;;;;;;;
S67-A59;23838;;;;;;;;;;;
S67-A60;12132;;;;;;;;;;;
S67-A57;20112;;;;;;;;;;;
S67-A56;23128;;;;;;;;;;;
S67-A55;10093;;;;;;;;;;;
S67-A64;19153;;;;;;;;;;;
S67-A65;13938;;;;;;;;;;;
S67-A66;18973;;;;;;;;;;;
S67-A63;18212;;;;;;;;;;;
S67-A62;13092;;;;;;;;;;;
S67-A61;21248;;;;;;;;;;;
S67-A70;19488;;;;;;;;;;;
S67-A71;20351;;;;;;;;;;;
S67-A72;17109;;;;;;;;;;;
S67-A69;20489;;;;;;;;;;;
S67-A68;8675;;;;;;;;;;;
S67-A67;8122;;;;;;;;;;;
S67-A76;12094;;;;;;;;;;;
S67-A77;16000;;;;;;;;;;;
S67-A78;21087;;;;;;;;;;;
S67-A75;20332;;;;;;;;;;;
S67-A74;16409;;;;;;;;;;;
S67-A73;8312;;;;;;;;;;;
S67-A82;8031;;;;;;;;;;;
S67-A83;15911;;;;;;;;;;;
S67-A84;7304;;;;;;;;;;;
S67-A81;7735;;;;;;;;;;;
S67-A80;15332;;;;;;;;;;;
S67-A79;19205;;;;;;;;;;;
S67-A88;18946;;;;;;;;;;;
S67-A89;16352;;;;;;;;;;;
S67-A90;19235;;;;;;;;;;;
S67-A87;16912;;;;;;;;;;;
S67-A86;8660;;;;;;;;;;;
S67-A85;9815;;;;;;;;;;;
S67-A94;8319;;;;;;;;;;;
S67-A95;12740;;;;;;;;;;;
S67-A96;8029;;;;;;;;;;;
S67-A93;8156;;;;;;;;;;;
S67-A92;6887;;;;;;;;;;;
S67-A91;15789;;;;;;;;;;;
S28-A01;17098;;;;;;;;;;;
S28-A02;11767;;;;;;;;;;;
S28-A03;8727;;;;;;;;;;;
S28-A06;10330;;;;;;;;;;;
S28-A05;15317;;;;;;;;;;;
S28-A04;19923;;;;;;;;;;;
S28-A07;20052;;;;;;;;;;;
S28-A08;17119;;;;;;;;;;;
S28-A09;10901;;;;;;;;;;;
S28-A12;10802;;;;;;;;;;;
S28-A11;17566;;;;;;;;;;;
S28-A10;24286;;;;;;;;;;;
S28-A13;20784;;;;;;;;;;;
S28-A14;13636;;;;;;;;;;;
S28-A15;16977;;;;;;;;;;;
S28-A18;18001;;;;;;;;;;;
S28-A17;21926;;;;;;;;;;;
S28-A16;19137;;;;;;;;;;;
S28-A19;12239;;;;;;;;;;;
S28-A20;18406;;;;;;;;;;;
S28-A21;17805;;;;;;;;;;;
S28-A24;18341;;;;;;;;;;;
S28-A23;9230;;;;;;;;;;;
S28-A22;11958;;;;;;;;;;;
S28-A25;20643;;;;;;;;;;;
S28-A26;11498;;;;;;;;;;;
S28-A27;18216;;;;;;;;;;;
S28-A30;18209;;;;;;;;;;;
S28-A29;18140;;;;;;;;;;;
S28-A28;23038;;;;;;;;;;;
S28-A31;8878;;;;;;;;;;;
S28-A32;18608;;;;;;;;;;;
S28-A33;9745;;;;;;;;;;;
S28-A36;20196;;;;;;;;;;;
S28-A35;20408;;;;;;;;;;;
S28-A34;21990;;;;;;;;;;;
S28-A37;10596;;;;;;;;;;;
S28-A38;20141;;;;;;;;;;;
S28-A39;19583;;;;;;;;;;;
S28-A42;20134;;;;;;;;;;;
S28-A41;11299;;;;;;;;;;;
S28-A40;19156;;;;;;;;;;;
S28-A43;18894;;;;;;;;;;;
S28-A44;14491;;;;;;;;;;;
S28-A45;17143;;;;;;;;;;;
S28-A48;19531;;;;;;;;;;;
S28-A47;11009;;;;;;;;;;;
S28-A46;23216;;;;;;;;;;;
S28-A52;24439;;;;;;;;;;;
S28-A53;22947;;;;;;;;;;;
S28-A54;17623;;;;;;;;;;;
S28-A51;10369;;;;;;;;;;;
S28-A50;23750;;;;;;;;;;;
S28-A49;19076;;;;;;;;;;;
S28-A58;23814;;;;;;;;;;;
S28-A59;20018;;;;;;;;;;;
S28-A60;23339;;;;;;;;;;;
S28-A57;21770;;;;;;;;;;;
S28-A56;19248;;;;;;;;;;;
S28-A55;18469;;;;;;;;;;;
S28-A64;19663;;;;;;;;;;;
S28-A65;17905;;;;;;;;;;;
S28-A66;14126;;;;;;;;;;;
S28-A63;10157;;;;;;;;;;;
S28-A62;18594;;;;;;;;;;;
S28-A61;11826;;;;;;;;;;;
S28-A70;18078;;;;;;;;;;;
S28-A71;21910;;;;;;;;;;;
S28-A72;9071;;;;;;;;;;;
S28-A69;17946;;;;;;;;;;;
S28-A68;9212;;;;;;;;;;;
S28-A67;16940;;;;;;;;;;;
S28-A76;20859;;;;;;;;;;;
S28-A77;16353;;;;;;;;;;;
S28-A78;18370;;;;;;;;;;;
S28-A75;11703;;;;;;;;;;;
S28-A74;16761;;;;;;;;;;;
S28-A73;16460;;;;;;;;;;;
S28-A82;16560;;;;;;;;;;;
S28-A83;12399;;;;;;;;;;;
S28-A84;7425;;;;;;;;;;;
S28-A81;15826;;;;;;;;;;;
S28-A80;16002;;;;;;;;;;;
S28-A79;19603;;;;;;;;;;;
S28-A88;16164;;;;;;;;;;;
S28-A89;16748;;;;;;;;;;;
S28-A90;17127;;;;;;;;;;;
S28-A87;18701;;;;;;;;;;;
S28-A86;18072;;;;;;;;;;;
S28-A85;15865;;;;;;;;;;;
S28-A94;16072;;;;;;;;;;;
S28-A95;12260;;;;;;;;;;;
S28-A96;17606;;;;;;;;;;;
S28-A93;14816;;;;;;;;;;;
S28-A92;10980;;;;;;;;;;;
S28-A91;15388;;;;;;;;;;;
S70-A01;18861;;;;;;;;;;;
S70-A02;6814;;;;;;;;;;;
S70-A03;11208;;;;;;;;;;;
S70-A06;14481;;;;;;;;;;;
S70-A05;11003;;;;;;;;;;;
S70-A04;19623;;;;;;;;;;;
S70-A07;7590;;;;;;;;;;;
S70-A08;21216;;;;;;;;;;;
S70-A09;11502;;;;;;;;;;;
S70-A12;8751;;;;;;;;;;;
S70-A11;19181;;;;;;;;;;;
S70-A10;10938;;;;;;;;;;;
S70-A13;20493;;;;;;;;;;;
S70-A14;8002;;;;;;;;;;;
S70-A15;8658;;;;;;;;;;;
S70-A18;16613;;;;;;;;;;;
S70-A17;21946;;;;;;;;;;;
S70-A16;22362;;;;;;;;;;;
S70-A19;9835;;;;;;;;;;;
S70-A20;9133;;;;;;;;;;;
S70-A21;13586;;;;;;;;;;;
S70-A24;8558;;;;;;;;;;;
S70-A23;8546;;;;;;;;;;;
S70-A22;19281;;;;;;;;;;;
S70-A25;11140;;;;;;;;;;;
S70-A26;14576;;;;;;;;;;;
S70-A27;21438;;;;;;;;;;;
S70-A30;10679;;;;;;;;;;;
S70-A29;20866;;;;;;;;;;;
S70-A28;20441;;;;;;;;;;;
S70-A31;9160;;;;;;;;;;;
S70-A32;10450;;;;;;;;;;;
S70-A33;8840;;;;;;;;;;;
S70-A36;10355;;;;;;;;;;;
S70-A35;23077;;;;;;;;;;;
S70-A34;20543;;;;;;;;;;;
S70-A37;9325;;;;;;;;;;;
S70-A38;13671;;;;;;;;;;;
S70-A39;18619;;;;;;;;;;;
S70-A42;23123;;;;;;;;;;;
S70-A41;16157;;;;;;;;;;;
S70-A40;9107;;;;;;;;;;;
S70-A43;21442;;;;;;;;;;;
S70-A44;21043;;;;;;;;;;;
S70-A45;14095;;;;;;;;;;;
S70-A48;23816;;;;;;;;;;;
S70-A47;22704;;;;;;;;;;;
S70-A46;11587;;;;;;;;;;;
S70-A52;24181;;;;;;;;;;;
S70-A53;24127;;;;;;;;;;;
S70-A54;18815;;;;;;;;;;;
S70-A51;8663;;;;;;;;;;;
S70-A50;23323;;;;;;;;;;;
S70-A49;16030;;;;;;;;;;;
S70-A58;8769;;;;;;;;;;;
S70-A59;9060;;;;;;;;;;;
S70-A60;9277;;;;;;;;;;;
S70-A57;17845;;;;;;;;;;;
S70-A56;23227;;;;;;;;;;;
S70-A55;9870;;;;;;;;;;;
S70-A64;12399;;;;;;;;;;;
S70-A65;8609;;;;;;;;;;;
S70-A66;23303;;;;;;;;;;;
S70-A63;19390;;;;;;;;;;;
S70-A62;10355;;;;;;;;;;;
S70-A61;21151;;;;;;;;;;;
S70-A70;8789;;;;;;;;;;;
S70-A71;20224;;;;;;;;;;;
S70-A72;12975;;;;;;;;;;;
S70-A69;18107;;;;;;;;;;;
S70-A68;8577;;;;;;;;;;;
S70-A67;8036;;;;;;;;;;;
S70-A76;20232;;;;;;;;;;;
S70-A77;16147;;;;;;;;;;;
S70-A78;8078;;;;;;;;;;;
S70-A75;19983;;;;;;;;;;;
S70-A74;15823;;;;;;;;;;;
S70-A73;17691;;;;;;;;;;;
S70-A82;7736;;;;;;;;;;;
S70-A83;10480;;;;;;;;;;;
S70-A84;14856;;;;;;;;;;;
S70-A81;7837;;;;;;;;;;;
S70-A80;17870;;;;;;;;;;;
S70-A79;18433;;;;;;;;;;;
S70-A88;15552;;;;;;;;;;;
S70-A89;17381;;;;;;;;;;;
S70-A90;19261;;;;;;;;;;;
S70-A87;12625;;;;;;;;;;;
S70-A86;8570;;;;;;;;;;;
S70-A85;9397;;;;;;;;;;;
S70-A94;8190;;;;;;;;;;;
S70-A95;18054;;;;;;;;;;;
S70-A96;7003;;;;;;;;;;;
S70-A93;8106;;;;;;;;;;;
S70-A92;6650;;;;;;;;;;;
S70-A91;9987;;;;;;;;;;;
S29-A01;15297;;;;;;;;;;;
S29-A02;9403;;;;;;;;;;;
S29-A03;8122;;;;;;;;;;;
S29-A06;9040;;;;;;;;;;;
S29-A05;12424;;;;;;;;;;;
S29-A04;19626;;;;;;;;;;;
S29-A07;19664;;;;;;;;;;;
S29-A08;18049;;;;;;;;;;;
S29-A09;9812;;;;;;;;;;;
S29-A12;8961;;;;;;;;;;;
S29-A11;14591;;;;;;;;;;;
S29-A10;23920;;;;;;;;;;;
S29-A13;20705;;;;;;;;;;;
S29-A14;17486;;;;;;;;;;;
S29-A15;14993;;;;;;;;;;;
S29-A18;12618;;;;;;;;;;;
S29-A17;21862;;;;;;;;;;;
S29-A16;19972;;;;;;;;;;;
S29-A19;11440;;;;;;;;;;;
S29-A20;17583;;;;;;;;;;;
S29-A21;17956;;;;;;;;;;;
S29-A24;18456;;;;;;;;;;;
S29-A23;8614;;;;;;;;;;;
S29-A22;10069;;;;;;;;;;;
S29-A25;20008;;;;;;;;;;;
S29-A26;10644;;;;;;;;;;;
S29-A27;8712;;;;;;;;;;;
S29-A30;15004;;;;;;;;;;;
S29-A29;10867;;;;;;;;;;;
S29-A28;22396;;;;;;;;;;;
S29-A31;9555;;;;;;;;;;;
S29-A32;19955;;;;;;;;;;;
S29-A33;9096;;;;;;;;;;;
S29-A36;21185;;;;;;;;;;;
S29-A35;21024;;;;;;;;;;;
S29-A34;20563;;;;;;;;;;;
S29-A37;9276;;;;;;;;;;;
S29-A38;19621;;;;;;;;;;;
S29-A39;20660;;;;;;;;;;;
S29-A42;17857;;;;;;;;;;;
S29-A41;9635;;;;;;;;;;;
S29-A40;16989;;;;;;;;;;;
S29-A43;17467;;;;;;;;;;;
S29-A44;14113;;;;;;;;;;;
S29-A45;16175;;;;;;;;;;;
S29-A48;17826;;;;;;;;;;;
S29-A47;9651;;;;;;;;;;;
S29-A46;22896;;;;;;;;;;;
S29-A52;24115;;;;;;;;;;;
S29-A53;21797;;;;;;;;;;;
S29-A54;12475;;;;;;;;;;;
S29-A51;10436;;;;;;;;;;;
S29-A50;23470;;;;;;;;;;;
S29-A49;19134;;;;;;;;;;;
S29-A58;23548;;;;;;;;;;;
S29-A59;20244;;;;;;;;;;;
S29-A60;23220;;;;;;;;;;;
S29-A57;19713;;;;;;;;;;;
S29-A56;20058;;;;;;;;;;;
S29-A55;21698;;;;;;;;;;;
S29-A64;19522;;;;;;;;;;;
S29-A65;17372;;;;;;;;;;;
S29-A66;12689;;;;;;;;;;;
S29-A63;8925;;;;;;;;;;;
S29-A62;18464;;;;;;;;;;;
S29-A61;10300;;;;;;;;;;;
S29-A70;16932;;;;;;;;;;;
S29-A71;20250;;;;;;;;;;;
S29-A72;8481;;;;;;;;;;;
S29-A69;9620;;;;;;;;;;;
S29-A68;8678;;;;;;;;;;;
S29-A67;14378;;;;;;;;;;;
S29-A76;20529;;;;;;;;;;;
S29-A77;15621;;;;;;;;;;;
S29-A78;18893;;;;;;;;;;;
S29-A75;10996;;;;;;;;;;;
S29-A74;15011;;;;;;;;;;;
S29-A73;17233;;;;;;;;;;;
S29-A82;14763;;;;;;;;;;;
S29-A83;11918;;;;;;;;;;;
S29-A84;7412;;;;;;;;;;;
S29-A81;12868;;;;;;;;;;;
S29-A80;15807;;;;;;;;;;;
S29-A79;19384;;;;;;;;;;;
S29-A88;17139;;;;;;;;;;;
S29-A89;14153;;;;;;;;;;;
S29-A90;15948;;;;;;;;;;;
S29-A87;18536;;;;;;;;;;;
S29-A86;17951;;;;;;;;;;;
S29-A85;16883;;;;;;;;;;;
S29-A94;14775;;;;;;;;;;;
S29-A95;10561;;;;;;;;;;;
S29-A96;6740;;;;;;;;;;;
S29-A93;14686;;;;;;;;;;;
S29-A92;6673;;;;;;;;;;;
S29-A91;14072;;;;;;;;;;;
S71-A01;6592;;;;;;;;;;;
S71-A02;6459;;;;;;;;;;;
S71-A03;7377;;;;;;;;;;;
S71-A06;6869;;;;;;;;;;;
S71-A05;6933;;;;;;;;;;;
S71-A04;7081;;;;;;;;;;;
S71-A07;7276;;;;;;;;;;;
S71-A08;21134;;;;;;;;;;;
S71-A09;7465;;;;;;;;;;;
S71-A12;7356;;;;;;;;;;;
S71-A11;7634;;;;;;;;;;;
S71-A10;18427;;;;;;;;;;;
S71-A13;7752;;;;;;;;;;;
S71-A14;7774;;;;;;;;;;;
S71-A15;7805;;;;;;;;;;;
S71-A18;8030;;;;;;;;;;;
S71-A17;11040;;;;;;;;;;;
S71-A16;22247;;;;;;;;;;;
S71-A19;8278;;;;;;;;;;;
S71-A20;9144;;;;;;;;;;;
S71-A21;13358;;;;;;;;;;;
S71-A24;15009;;;;;;;;;;;
S71-A23;8093;;;;;;;;;;;
S71-A22;8021;;;;;;;;;;;
S71-A25;16111;;;;;;;;;;;
S71-A26;8078;;;;;;;;;;;
S71-A27;7977;;;;;;;;;;;
S71-A30;8310;;;;;;;;;;;
S71-A29;8158;;;;;;;;;;;
S71-A28;8575;;;;;;;;;;;
S71-A31;13407;;;;;;;;;;;
S71-A32;8621;;;;;;;;;;;
S71-A33;8394;;;;;;;;;;;
S71-A36;8646;;;;;;;;;;;
S71-A35;8499;;;;;;;;;;;
S71-A34;8360;;;;;;;;;;;
S71-A37;8331;;;;;;;;;;;
S71-A38;9171;;;;;;;;;;;
S71-A39;9779;;;;;;;;;;;
S71-A42;8671;;;;;;;;;;;
S71-A41;8732;;;;;;;;;;;
S71-A40;10639;;;;;;;;;;;
S71-A43;8493;;;;;;;;;;;
S71-A44;13265;;;;;;;;;;;
S71-A45;8684;;;;;;;;;;;
S71-A48;9107;;;;;;;;;;;
S71-A47;8674;;;;;;;;;;;
S71-A46;8690;;;;;;;;;;;
S71-A52;8699;;;;;;;;;;;
S71-A53;9013;;;;;;;;;;;
S71-A54;9064;;;;;;;;;;;
S71-A51;8356;;;;;;;;;;;
S71-A50;8853;;;;;;;;;;;
S71-A49;15059;;;;;;;;;;;
S71-A58;8644;;;;;;;;;;;
S71-A59;8718;;;;;;;;;;;
S71-A60;8994;;;;;;;;;;;
S71-A57;17777;;;;;;;;;;;
S71-A56;8548;;;;;;;;;;;
S71-A55;8404;;;;;;;;;;;
S71-A64;11274;;;;;;;;;;;
S71-A65;8427;;;;;;;;;;;
S71-A66;8477;;;;;;;;;;;
S71-A63;8262;;;;;;;;;;;
S71-A62;10825;;;;;;;;;;;
S71-A61;8200;;;;;;;;;;;
S71-A70;8214;;;;;;;;;;;
S71-A71;8145;;;;;;;;;;;
S71-A72;7941;;;;;;;;;;;
S71-A69;7872;;;;;;;;;;;
S71-A68;8431;;;;;;;;;;;
S71-A67;7999;;;;;;;;;;;
S71-A76;7760;;;;;;;;;;;
S71-A77;7791;;;;;;;;;;;
S71-A78;7864;;;;;;;;;;;
S71-A75;19991;;;;;;;;;;;
S71-A74;8078;;;;;;;;;;;
S71-A73;8133;;;;;;;;;;;
S71-A82;8225;;;;;;;;;;;
S71-A83;14257;;;;;;;;;;;
S71-A84;7339;;;;;;;;;;;
S71-A81;7659;;;;;;;;;;;
S71-A80;13727;;;;;;;;;;;
S71-A79;18707;;;;;;;;;;;
S71-A88;7493;;;;;;;;;;;
S71-A89;7306;;;;;;;;;;;
S71-A90;9454;;;;;;;;;;;
S71-A87;8160;;;;;;;;;;;
S71-A86;11621;;;;;;;;;;;
S71-A85;17555;;;;;;;;;;;
S71-A94;7167;;;;;;;;;;;
S71-A95;6921;;;;;;;;;;;
S71-A96;8127;;;;;;;;;;;
S71-A93;6754;;;;;;;;;;;
S71-A92;6611;;;;;;;;;;;
S71-A91;6585;;;;;;;;;;;
S30-A01;10028;;;;;;;;;;;
S30-A02;6625;;;;;;;;;;;
S30-A03;7397;;;;;;;;;;;
S30-A06;17489;;;;;;;;;;;
S30-A05;7386;;;;;;;;;;;
S30-A04;7081;;;;;;;;;;;
S30-A07;10139;;;;;;;;;;;
S30-A08;8388;;;;;;;;;;;
S30-A09;9463;;;;;;;;;;;
S30-A12;9012;;;;;;;;;;;
S30-A11;20382;;;;;;;;;;;
S30-A10;10311;;;;;;;;;;;
S30-A13;7584;;;;;;;;;;;
S30-A14;17127;;;;;;;;;;;
S30-A15;20667;;;;;;;;;;;
S30-A18;8338;;;;;;;;;;;
S30-A17;7958;;;;;;;;;;;
S30-A16;17437;;;;;;;;;;;
S30-A19;20373;;;;;;;;;;;
S30-A20;8160;;;;;;;;;;;
S30-A21;21047;;;;;;;;;;;
S30-A24;12527;;;;;;;;;;;
S30-A23;8197;;;;;;;;;;;
S30-A22;9819;;;;;;;;;;;
S30-A25;8164;;;;;;;;;;;
S30-A26;16946;;;;;;;;;;;
